TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	23/02/09
TIME	12:44:17
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-560, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	900.0000
LASTX	250.0000
NPOINTS	651
FIRSTY	0.00110
MAXY	5.05331
MINY	-0.00114
XYDATA
609.0000	0.02236
608.0000	0.02298
607.0000	0.02366
606.0000	0.02438
605.0000	0.025
604.0000	0.02573
603.0000	0.02655
602.0000	0.02741
601.0000	0.02835
600.0000	0.02923
599.0000	0.03015
598.0000	0.03115
597.0000	0.03212
596.0000	0.03316
595.0000	0.03418
594.0000	0.03533
593.0000	0.0365
592.0000	0.03778
591.0000	0.03915
590.0000	0.04055
589.0000	0.04197
588.0000	0.04351
587.0000	0.04504
586.0000	0.04659
585.0000	0.04818
584.0000	0.0499
583.0000	0.05157
582.0000	0.05329
581.0000	0.05521
580.0000	0.05712
579.0000	0.05917
578.0000	0.06116
577.0000	0.06322
576.0000	0.06532
575.0000	0.06755
574.0000	0.06981
573.0000	0.07204
572.0000	0.07442
571.0000	0.07685
570.0000	0.07941
569.0000	0.08198
568.0000	0.08447
567.0000	0.08711
566.0000	0.08982
565.0000	0.09254
564.0000	0.09525
563.0000	0.09808
562.0000	0.10096
561.0000	0.10391
560.0000	0.10691
559.0000	0.10986
558.0000	0.11303
557.0000	0.11614
556.0000	0.11926
555.0000	0.1224
554.0000	0.12565
553.0000	0.12886
552.0000	0.13216
551.0000	0.13548
550.0000	0.13888
549.0000	0.14229
548.0000	0.14571
547.0000	0.14909
546.0000	0.15259
545.0000	0.15597
544.0000	0.15942
543.0000	0.16283
542.0000	0.16623
541.0000	0.16961
540.0000	0.173
539.0000	0.17632
538.0000	0.1796
537.0000	0.18289
536.0000	0.1862
535.0000	0.18941
534.0000	0.19257
533.0000	0.19557
532.0000	0.19856
531.0000	0.20141
530.0000	0.20429
529.0000	0.20703
528.0000	0.20982
527.0000	0.21249
526.0000	0.21492
525.0000	0.21734
524.0000	0.21968
523.0000	0.22186
522.0000	0.22379
521.0000	0.22572
520.0000	0.22974
519.0000	0.23072
518.0000	0.2317
517.0000	0.23246
516.0000	0.23355
515.0000	0.23477
514.0000	0.23583
513.0000	0.2367
512.0000	0.23739
511.0000	0.23791
510.0000	0.23834
509.0000	0.23875
508.0000	0.23886
507.0000	0.23886
506.0000	0.23877
505.0000	0.23854
504.0000	0.23817
503.0000	0.23749
502.0000	0.23665
501.0000	0.23569
500.0000	0.23462
499.0000	0.23338
498.0000	0.232
497.0000	0.23042
496.0000	0.22879
495.0000	0.22695
494.0000	0.22498
493.0000	0.22282
492.0000	0.22052
491.0000	0.21807
490.0000	0.21557
489.0000	0.21295
488.0000	0.2102
487.0000	0.20727
486.0000	0.20426
485.0000	0.20112
484.0000	0.19793
483.0000	0.1947
482.0000	0.19133
481.0000	0.18783
480.0000	0.18431
479.0000	0.1807
478.0000	0.17697
477.0000	0.17316
476.0000	0.16932
475.0000	0.1655
474.0000	0.16174
473.0000	0.15783
472.0000	0.15403
471.0000	0.15016
470.0000	0.14629
469.0000	0.14241
468.0000	0.13857
467.0000	0.13467
466.0000	0.13084
465.0000	0.12698
464.0000	0.12323
463.0000	0.11943
462.0000	0.11563
461.0000	0.11193
460.0000	0.10821
459.0000	0.10462
458.0000	0.10099
457.0000	0.09739
456.0000	0.09388
455.0000	0.09052
454.0000	0.08719
453.0000	0.08389
452.0000	0.08065
451.0000	0.07754
450.0000	0.07444
449.0000	0.07137
448.0000	0.06839
447.0000	0.06553
446.0000	0.06282
445.0000	0.06009
444.0000	0.05758
443.0000	0.05515
442.0000	0.05272
441.0000	0.05049
440.0000	0.04817
439.0000	0.04605
438.0000	0.04396
437.0000	0.04195
436.0000	0.04016
435.0000	0.03844
434.0000	0.03689
433.0000	0.03537
432.0000	0.03403
431.0000	0.03275
430.0000	0.03146
429.0000	0.03026
428.0000	0.02925
427.0000	0.02827
426.0000	0.02743
425.0000	0.02675
424.0000	0.02617
423.0000	0.02563
422.0000	0.02528
421.0000	0.02494
420.0000	0.02439
419.0000	0.02446
418.0000	0.02451
417.0000	0.02472
416.0000	0.02496
415.0000	0.02534
414.0000	0.0259
413.0000	0.02652
412.0000	0.02732
411.0000	0.02817
410.0000	0.02924
409.0000	0.03049
408.0000	0.03183
407.0000	0.03325
406.0000	0.03481
405.0000	0.0366
404.0000	0.03868
403.0000	0.04073
402.0000	0.04318
401.0000	0.04593
400.0000	0.04894
399.0000	0.05214
398.0000	0.05557
397.0000	0.05945
396.0000	0.0635
395.0000	0.06808
394.0000	0.07285
393.0000	0.07794
392.0000	0.08338
391.0000	0.08929
390.0000	0.0957
389.0000	0.1025
388.0000	0.10972
387.0000	0.11749
386.0000	0.12572
385.0000	0.13476
384.0000	0.14404
383.0000	0.15393
382.0000	0.16455
381.0000	0.17569
380.0000	0.1876
379.0000	0.19986
378.0000	0.21292
377.0000	0.22679
376.0000	0.24128
375.0000	0.2565
374.0000	0.27246
373.0000	0.28909
372.0000	0.30651
371.0000	0.32457
370.0000	0.36732
369.0000	0.38016
368.0000	0.39317
367.0000	0.40629
366.0000	0.42603
365.0000	0.44825
364.0000	0.47095
363.0000	0.49425
362.0000	0.51824
361.0000	0.54264
360.0000	0.56777
359.0000	0.59338
358.0000	0.61947
357.0000	0.64601
356.0000	0.67281
355.0000	0.69974
354.0000	0.72681
353.0000	0.75381
352.0000	0.78085
351.0000	0.80777
350.0000	0.83475
349.0000	0.86072
348.0000	0.88695
347.0000	0.91216
346.0000	0.93688
345.0000	0.96109
344.0000	0.98353
343.0000	1.00521
342.0000	1.0263
341.0000	1.04563
340.0000	1.0851
339.0000	1.0941
338.0000	1.10163
337.0000	1.10804
336.0000	1.11863
335.0000	1.12847
334.0000	1.1366
333.0000	1.14264
332.0000	1.14679
331.0000	1.14907
330.0000	1.14936
329.0000	1.14761
328.0000	1.14402
327.0000	1.13852
326.0000	1.13106
325.0000	1.12208
324.0000	1.11149
323.0000	1.09918
322.0000	1.08544
321.0000	1.07057
320.0000	1.0544
319.0000	1.03719
318.0000	1.01875
317.0000	0.99936
316.0000	0.97916
315.0000	0.95816
314.0000	0.93706
313.0000	0.91513
312.0000	0.89291
311.0000	0.87065
310.0000	0.84842
309.0000	0.8259
308.0000	0.80323
307.0000	0.78018
306.0000	0.75765
305.0000	0.73489
304.0000	0.71203
303.0000	0.68927
302.0000	0.66683
301.0000	0.64505
300.0000	0.62381
299.0000	0.60309
298.0000	0.58323
297.0000	0.56461
296.0000	0.54737
295.0000	0.53231
294.0000	0.52049
293.0000	0.51403
292.0000	0.51608
291.0000	0.53078
290.0000	0.56306
289.0000	0.61956
288.0000	0.70585
287.0000	0.82466
286.0000	0.98113
285.0000	1.18905
284.0000	1.47462
283.0000	1.88208
282.0000	2.46439
281.0000	3.20003
280.0000	3.80383
279.0000	4.10958
278.0000	4.30382
277.0000	4.39198
276.0000	4.41044
275.0000	4.40408
274.0000	4.42376
273.0000	4.45071
272.0000	4.45074
271.0000	4.45084
270.0000	4.4438
269.0000	4.47968
268.0000	4.51113
267.0000	4.53557
266.0000	4.59968
265.0000	4.76488
264.0000	5.05331
263.0000	4.99275
262.0000	4.66655
261.0000	4.66631
260.0000	4.68998
259.0000	4.74201
258.0000	4.78427
257.0000	4.7171
256.0000	4.59456
255.0000	4.64585
254.0000	4.64564
253.0000	4.65683
252.0000	4.64534
251.0000	4.48385
250.0000	4.54253
